id_krs,id_mahasiswa,kode_mk,semester_akademik,nilai_angka,nilai_huruf
12365,2022018536.0,MK149,202/2023 Ganjil,70.45690517997154,C
12366,2020021853.0,MK027,202/2023 Ganjil,78.70435208008696,B
12367,2020004394.0,MK083,202/2023 Ganjil,66.19895022675261,C
12368,2025030532.0,MK100,2023/2024 Ganjil,78.9971772430749,B
12369,2023006202.0,MK076,2023/2024 Ganjil,83.53468874160792,B
12370,2020003460.0,,,73.57804608413994,C
12371,2025016980.0,,2023/2024 Ganjil,85.91806110045943,A
12372,2021041764.0,MK100,2022/2023 Genap,,E
12373,2021029900.0,MK108,2023/2024 Ganjil,78.54627258559657,B
12374,2023029068.0,MK013,202/2023 Ganjil,72.24179523524363,C
12375,2019037156.0,MK148,2023/2024 Ganjil,87.433900935272,A
12376,2020025491.0,MK006,2023/2024 Ganjil,82.79894356248941,B
12377,2020021256.0,MK147,2023/2024 Ganjil,71.76424331856079,C
12378,2021035717.0,MK074,2022/2023 Genap,,E
12379,2021006941.0,MK010,2023/2024 Ganjil,69.3400947359365,C
12380,2020007499.0,MK021,2023/2024 Ganjil,,E
12381,2022027988.0,MK127,202/2023 Ganjil,74.80547825957875,C
12382,2023031727.0,MK056,202/2023 Ganjil,74.43822212289871,C
12383,2022004312.0,MK057,202/2023 Ganjil,74.18319555485168,C
12384,2020033344.0,MK130,202/2023 Ganjil,74.77660250952965,C
12385,2019025728.0,MK039,2022/2023 Genap,87.80528345107193,A
12386,2020033428.0,MK061,2023/2024 Ganjil,70.22096715523256,C
12387,2025004356.0,MK110,2022/2023 Genap,72.99848951549265,C
12388,2025000338.0,MK146,2023/2024 Ganjil,87.27680968133777,A
12389,2025013475.0,MK014,202/2023 Ganjil,85.21663595304207,A
12390,2025024240.0,MK059,2023/2024 Ganjil,84.05487498211333,B
12391,2023026027.0,MK109,,92.50352984847949,A
12392,2023001677.0,MK147,2023/2024 Ganjil,81.79122313071551,B
12393,2021012096.0,MK041,2022/2023 Genap,79.1702178950169,B
12394,2023035214.0,MK140,202/2023 Ganjil,70.73080539401613,C
12395,2022017764.0,MK148,202/2023 Ganjil,79.87902116676574,B
12396,2023022919.0,MK125,2022/2023 Genap,91.7771918588682,A
12397,2021039335.0,MK036,2022/2023 Genap,80.1824700984423,B
12398,2020020540.0,MK021,2022/2023 Genap,81.12337526765486,B
12399,2020027488.0,MK056,202/2023 Ganjil,76.36108286244459,B
12400,2019004239.0,MK041,202/2023 Ganjil,70.82108359642837,C
12401,2020025014.0,MK127,202/2023 Ganjil,73.9411419645106,C
12402,2023039707.0,MK106,2022/2023 Genap,82.61063505358706,B
12403,2025029604.0,MK086,2022/2023 Genap,89.87533097739035,A
12404,2021039407.0,MK038,202/2023 Ganjil,,E
12405,2025015975.0,MK146,2023/2024 Ganjil,,E
12406,2024041645.0,MK008,2023/2024 Ganjil,89.10888936273298,A
12407,2019034655.0,MK148,202/2023 Ganjil,78.24294052195003,B
12408,2023009800.0,MK106,2023/2024 Ganjil,81.74425973803847,B
12409,2020037182.0,MK146,2022/2023 Genap,83.17181062408372,B
12410,2019011122.0,MK108,202/2023 Ganjil,,E
12411,2021020684.0,MK130,2022/2023 Genap,85.76738673355439,A
12412,2019038246.0,MK064,2023/2024 Ganjil,85.4558073234251,A
12413,2024012229.0,MK044,202/2023 Ganjil,81.74291614272184,B
12414,2023040191.0,MK101,2023/2024 Ganjil,64.56785128782873,D
12415,2022026689.0,MK106,2022/2023 Genap,78.73851814250612,B
12416,2021027512.0,MK065,202/2023 Ganjil,68.82418676119138,C
12417,2022018236.0,MK065,2022/2023 Genap,77.22280956901726,B
12418,2020000603.0,MK118,2022/2023 Genap,68.98974434748848,C
12419,2021014763.0,MK124,2022/2023 Genap,79.97176479584856,B
12420,2020006684.0,MK108,2022/2023 Genap,81.22218354236878,B
12421,2019027075.0,MK095,202/2023 Ganjil,73.88207902834483,C
12422,2022041204.0,MK136,2023/2024 Ganjil,90.25902606583129,A
12423,2020028980.0,MK067,2023/2024 Ganjil,87.37188391331574,A
12424,2024032378.0,MK111,2022/2023 Genap,84.9146690894864,B
12425,2025025142.0,MK076,2022/2023 Genap,74.61736675938327,C
12426,2024011033.0,MK049,2022/2023 Genap,86.13526091576209,A
12427,2019011181.0,MK007,2023/2024 Ganjil,85.44672444496331,A
12428,2019003658.0,MK015,202/2023 Ganjil,65.09546515225978,C
12429,2019034409.0,MK085,2023/2024 Ganjil,74.74886273021912,C
12430,2021016176.0,MK038,2023/2024 Ganjil,87.83549894182198,A
12431,2024016531.0,MK037,2022/2023 Genap,86.6964412414772,A
12432,2021036834.0,MK122,2022/2023 Genap,81.51777403720727,B
12433,2020000172.0,MK016,202/2023 Ganjil,72.36207055395704,C
12434,2023037019.0,MK001,2022/2023 Genap,85.15590367226677,A
12435,2022008998.0,MK037,2022/2023 Genap,85.44598286868441,A
12436,2020020085.0,MK045,2022/2023 Genap,89.15122374828535,A
12437,2025038476.0,MK142,2023/2024 Ganjil,,E
12438,2022015433.0,MK083,202/2023 Ganjil,92.03565551888306,A
12439,2022015104.0,MK023,202/2023 Ganjil,84.8394446900561,B
12440,2022002319.0,MK094,2023/2024 Ganjil,83.92017688673934,B
12441,2022036157.0,MK081,2023/2024 Ganjil,75.19564014289037,B
12442,2020008827.0,MK066,2022/2023 Genap,81.85518712243322,B
12443,2025000171.0,MK139,202/2023 Ganjil,68.96581353308513,C
12444,2021025139.0,MK058,2023/2024 Ganjil,82.57731535083143,B
12445,2020009607.0,MK029,2023/2024 Ganjil,82.23766485190373,B
12446,,MK083,2022/2023 Genap,71.0383787465978,C
12447,2025014876.0,MK129,2022/2023 Genap,74.67084771593237,C
12448,2021031770.0,MK133,202/2023 Ganjil,78.75953059438275,B
12449,2020036261.0,MK115,202/2023 Ganjil,89.09177460717785,A
12450,2020001184.0,MK034,202/2023 Ganjil,79.33538390190651,B
12451,2022029263.0,MK125,2021/2022 Genap,,E
12452,2019005835.0,MK078,202/2023 Ganjil,75.52449717039197,B
12453,,MK019,2022/2023 Genap,79.51587159416367,B
12454,2022030077.0,MK088,202/2023 Ganjil,72.72352291879385,C
12455,2025025541.0,MK081,2022/2023 Genap,76.4172040993777,B
12456,2021029192.0,MK095,202/2023 Ganjil,86.32653234285071,A
12457,2019007368.0,MK072,2023/2024 Ganjil,87.12154009305387,A
12458,2025000971.0,MK145,2022/2023 Genap,74.54800912315832,C
12459,2020017625.0,MK038,2023/2024 Ganjil,71.36188324068146,C
12460,2020038833.0,MK040,202/2023 Ganjil,94.95209587466115,A
12461,2023025583.0,MK120,2022/2023 Genap,66.40350809940864,C
12462,2022025730.0,,202/2023 Ganjil,85.5266511584375,A
12463,2020021804.0,MK090,2022/2023 Genap,83.88251889698503,B
12464,2021030506.0,MK030,2023/2024 Ganjil,73.97362597678823,C
12465,2025037338.0,MK132,202/2023 Ganjil,73.03777332112602,C
12466,2024009320.0,MK133,2022/2023 Genap,72.36612044041459,C
12467,2022028906.0,MK066,2023/2024 Ganjil,92.99223221250259,A
12468,2021005645.0,MK095,2023/2024 Ganjil,83.25240636753695,B
12469,2023014738.0,MK027,2023/2024 Ganjil,,E
12470,2025016451.0,MK056,202/2023 Ganjil,78.7128588115822,B
12471,2025028846.0,MK045,202/2023 Ganjil,68.07105692361063,C
12472,2021023204.0,MK068,,79.15164398451356,B
12473,2025032241.0,MK005,2022/2023 Genap,79.51240990998802,B
12474,2019036612.0,MK108,202/2023 Ganjil,69.11999465518528,C
12475,2025038181.0,MK047,202/2023 Ganjil,69.69550424087903,C
12476,2019005439.0,MK133,202/2023 Ganjil,86.00768940117969,A
12477,2021008634.0,MK005,2023/2024 Ganjil,76.7056326171417,B
12478,2021020678.0,,2022/2023 Genap,84.71419918008715,B
12479,2021036165.0,MK073,202/2023 Ganjil,86.5607009498858,A
12480,2022019617.0,MK047,2022/2023 Genap,62.91333944599269,D
12481,2023015700.0,MK004,202/2023 Ganjil,77.98456278061063,B
12482,2024016668.0,MK091,202/2023 Ganjil,87.62446682358518,A
12483,2024027906.0,MK065,2022/2023 Genap,88.21754792649855,A
12484,2021018044.0,MK096,2022/2023 Genap,78.65798811732157,B
12485,2022018025.0,MK080,2022/2023 Genap,63.268653346377214,D
12486,2023017540.0,MK087,2023/2024 Ganjil,93.99001851907144,A
12487,2020022356.0,MK061,2022/2023 Genap,80.41771017105935,B
12488,2024040462.0,MK148,2022/2023 Genap,79.45894723199328,B
12489,2021009375.0,MK100,2022/2023 Genap,83.417540219924,B
12490,2022039270.0,MK119,,83.17961836581948,B
12491,2020002717.0,MK109,2022/2023 Genap,78.65624096276694,B
12492,2021025738.0,MK136,2022/2023 Genap,69.9327215191264,C
12493,2019005146.0,MK082,2022/2023 Genap,78.49086600359551,B
12494,2020006987.0,MK013,202/2023 Ganjil,71.77425350845132,C
12495,2023022723.0,MK043,2022/2023 Genap,76.76491892469217,B
12496,2025006094.0,MK092,2022/2023 Genap,75.19242337801943,B
12497,2020034361.0,MK020,2022/2023 Genap,71.87133873828176,C
12498,2020040119.0,MK048,2022/2023 Genap,86.87820547896862,A
12499,2025003062.0,MK100,2022/2023 Genap,89.06045252278571,A
12500,2021015808.0,MK019,202/2023 Ganjil,73.73080988434344,C
12501,2023007334.0,MK069,2023/2024 Ganjil,79.80884349166449,B
12502,,,2022/2023 Genap,76.11215325718106,B
12503,2021022079.0,MK036,202/2023 Ganjil,67.16647788289295,C
12504,2021027437.0,MK082,2023/2024 Ganjil,74.4131528916103,C
12505,2025013866.0,MK070,2021/2022 Genap,72.48727537822293,C
12506,2022003939.0,MK116,202/2023 Ganjil,74.89910567009733,C
12507,2020033336.0,MK001,2023/2024 Ganjil,79.41314608740998,B
12508,2025031385.0,MK081,2023/2024 Ganjil,78.29696207046848,B
12509,2022007351.0,MK130,2023/2024 Ganjil,57.9547795352037,D
12510,2021028323.0,MK035,2023/2024 Ganjil,78.640056755776,B
12511,2021033296.0,MK127,2023/2024 Ganjil,66.1339598396768,C
12512,2019022320.0,MK027,202/2023 Ganjil,81.82705827909787,B
12513,2022017899.0,,2022/2023 Genap,82.26335603392363,B
12514,2021028931.0,MK148,,50.813319473316795,E
12515,2022012266.0,MK008,202/2023 Ganjil,80.86739007692529,B
12516,2020039525.0,MK093,2022/2023 Genap,90.31040032675202,A
12517,2021013861.0,MK072,202/2023 Ganjil,73.91968673928902,C
12518,2022006615.0,MK114,,78.48424067838066,B
12519,2021040241.0,MK091,2023/2024 Ganjil,76.41550828727544,B
12520,2024021777.0,MK026,2022/2023 Genap,87.4943097715511,A
12521,2021034550.0,MK103,202/2023 Ganjil,76.66461752117402,B
12522,2025006261.0,MK062,2022/2023 Genap,78.25202818706711,B
12523,2022015126.0,MK094,2023/2024 Ganjil,65.10288004102655,C
12524,2025022917.0,MK061,,74.2185119049281,C
12525,,,2023/2024 Ganjil,79.07616681998762,B
12526,2025020020.0,MK068,202/2023 Ganjil,67.78323589364808,C
12527,,MK029,2022/2023 Genap,88.86309755576882,A
12528,,MK046,2022/2023 Genap,72.01530626706214,C
12529,2021024933.0,MK101,2023/2024 Ganjil,80.77528078167342,B
12530,2021007162.0,MK090,2023/2024 Ganjil,65.35329220609286,C
12531,2020009603.0,MK133,2022/2023 Genap,57.20248884365069,D
12532,2020008613.0,MK088,202/2023 Ganjil,79.11300610967417,B
12533,2024025285.0,MK127,202/2023 Ganjil,80.37659858289838,B
12534,2024031043.0,MK107,202/2023 Ganjil,86.17628043872597,A
12535,2022017641.0,MK066,202/2023 Ganjil,83.29496975137508,B
12536,2021028084.0,MK143,2023/2024 Ganjil,82.64079941481421,B
12537,2022030798.0,MK046,2023/2024 Ganjil,77.26442052869716,B
12538,2020022563.0,MK008,202/2023 Ganjil,71.24159656601238,C
12539,2019013843.0,MK101,202/2023 Ganjil,82.24122882892942,B
12540,2019017593.0,MK142,2022/2023 Genap,76.92627356176823,B
12541,2019005474.0,MK133,2023/2024 Ganjil,69.04211741648506,C
12542,2019037612.0,MK073,202/2023 Ganjil,76.17759996468602,B
12543,2020023508.0,MK123,202/2023 Ganjil,74.23592297873596,C
12544,2022004366.0,MK043,2022/2023 Genap,70.16679212874797,C
12545,2023035109.0,MK123,202/2023 Ganjil,81.63933934126845,B
12546,2021037869.0,MK048,2022/2023 Genap,84.70383210575518,B
12547,2020021045.0,MK007,2023/2024 Ganjil,,E
12548,2019005580.0,MK040,202/2023 Ganjil,86.58141228373245,A
12549,2024012273.0,MK032,202/2023 Ganjil,85.62408933898384,A
12550,2023024984.0,MK105,2022/2023 Genap,78.04826470867789,B
12551,2023011662.0,MK094,2022/2023 Genap,87.53296604737928,A
12552,2023028757.0,MK111,202/2023 Ganjil,86.2777969203193,A
12553,2024041938.0,MK089,2024/2025 Ganjil,81.0581927471701,B
12554,2020009456.0,MK077,202/2023 Ganjil,70.33587097115478,C
12555,2019012989.0,MK009,2022/2023 Genap,88.34995384565832,A
12556,2024004844.0,MK137,2023/2024 Ganjil,83.13275654127716,B
12557,2019038356.0,MK064,202/2023 Ganjil,87.892628396589,A
12558,2022020165.0,MK091,2023/2024 Ganjil,86.06283301210917,A
12559,2022011904.0,MK095,2022/2023 Genap,82.86816226972225,B
12560,2025004641.0,MK093,,,E
12561,2023038863.0,MK094,2022/2023 Genap,71.82626123235787,C
12562,2024038252.0,MK124,202/2023 Ganjil,91.90410298479856,A
12563,2019016485.0,MK070,2023/2024 Ganjil,75.07074532287369,B
12564,2023034939.0,MK103,2023/2024 Ganjil,71.92984633351291,C
12565,2022031538.0,MK064,2022/2023 Genap,74.25280898011013,C
12566,2021036591.0,MK095,202/2023 Ganjil,74.83052682612434,C
12567,2021028663.0,MK012,2022/2023 Genap,89.28200221331733,A
12568,2021023071.0,MK048,2022/2023 Genap,77.5086681422948,B
12569,2022014639.0,MK063,202/2023 Ganjil,79.42363940504384,B
12570,2021017954.0,MK006,2022/2023 Genap,67.6460027113119,C
12571,2021013107.0,MK045,2023/2024 Ganjil,64.05448335197016,D
12572,2024031985.0,MK090,202/2023 Ganjil,85.94384328909189,A
12573,2023006401.0,MK101,,58.64521759217107,D
12574,2023008859.0,MK104,2022/2023 Genap,81.79464156920669,B
12575,2021036333.0,MK131,202/2023 Ganjil,75.23980518219594,B
12576,2023019964.0,MK127,2022/2023 Genap,66.97007647725934,C
12577,,MK130,2022/2023 Genap,93.52877734759151,A
12578,2023011180.0,MK020,2022/2023 Genap,73.56868964259547,C
12579,2025028525.0,MK039,2022/2023 Genap,85.4366910781761,A
12580,2022035086.0,MK140,2023/2024 Ganjil,73.70844937219634,C
12581,2022029934.0,MK036,,71.54309821122561,C
12582,2021032042.0,MK092,202/2023 Ganjil,81.70973306146922,B
12583,2020039708.0,,2022/2023 Genap,74.35743173802115,C
12584,2023029877.0,MK044,2022/2023 Genap,87.40431570702026,A
12585,2025020654.0,MK075,2022/2023 Genap,74.86226488136906,C
12586,2021017777.0,MK053,2023/2024 Ganjil,76.11271565592236,B
12587,2024021212.0,MK030,2022/2023 Genap,77.10980102229863,B
12588,2020031829.0,,2022/2023 Genap,77.54148628522174,B
12589,2021001064.0,MK066,202/2023 Ganjil,70.0224550994995,C
12590,2023029406.0,MK038,2023/2024 Ganjil,67.19202298293332,C
12591,2024022243.0,MK038,202/2023 Ganjil,63.390745431960944,D
12592,2022030867.0,MK055,2022/2023 Genap,71.41832714780105,C
12593,2022018722.0,MK076,202/2023 Ganjil,92.5070109568235,A
12594,2021014757.0,MK116,202/2023 Ganjil,88.92591117934127,A
12595,2020019266.0,MK085,2023/2024 Ganjil,78.63992394379797,B
12596,,MK023,2023/2024 Ganjil,73.36061564271805,C
12597,2021007800.0,MK142,2023/2024 Ganjil,86.16452919182535,A
12598,2019008611.0,MK096,202/2023 Ganjil,65.07397514074091,C
12599,2019002969.0,MK049,2023/2024 Ganjil,72.7060099899883,C
12600,2024015932.0,MK113,,79.55215537799795,B
12601,2023029753.0,MK114,202/2023 Ganjil,73.94197235317368,C
12602,2020036918.0,MK045,2022/2023 Genap,77.35184931561739,B
12603,2020008944.0,MK096,202/2023 Ganjil,79.68372307233778,B
12604,2025026657.0,MK049,2022/2023 Genap,82.07494640909114,B
12605,2020016603.0,MK002,202/2023 Ganjil,80.24442205356006,B
12606,2019024386.0,MK103,2022/2023 Genap,72.1217513964585,C
12607,2019025348.0,MK059,2023/2024 Ganjil,63.73056249782233,D
12608,2022034182.0,MK060,2022/2023 Genap,84.46823033877598,B
12609,2020026516.0,MK022,202/2023 Ganjil,77.61336587441143,B
12610,2025016980.0,MK089,,85.77185450850028,A
12611,2019007695.0,MK106,2022/2023 Genap,78.77712637488789,B
12612,,MK053,2023/2024 Ganjil,70.97073597909645,C
12613,2019014918.0,MK019,2022/2023 Genap,76.83721193535517,B
12614,2021032465.0,MK049,2023/2024 Ganjil,72.66155684125985,C
12615,2021033007.0,MK017,2022/2023 Genap,80.81521065231753,B
12616,2024013197.0,MK127,2022/2023 Genap,75.46018874836258,B
12617,2023024594.0,MK019,202/2023 Ganjil,73.90275638941311,C
12618,2025030157.0,MK030,202/2023 Ganjil,92.46018788017753,A
12619,2023011168.0,MK078,2023/2024 Ganjil,74.50881595593022,C
12620,2019007318.0,MK106,2023/2024 Ganjil,81.07263879471498,B
12621,2020009972.0,MK064,202/2023 Ganjil,88.37295314267666,A
12622,2024004426.0,MK032,,20.540607696801064,E
12623,2024040742.0,MK108,202/2023 Ganjil,76.38875283273002,B
12624,2020003672.0,MK036,2022/2023 Genap,64.5064981510606,D
12625,2020034210.0,MK010,2023/2024 Ganjil,89.5887886786622,A
12626,2020032093.0,MK059,2022/2023 Genap,84.43589747566386,B
12627,2023028901.0,MK102,202/2023 Ganjil,92.26469033567177,A
12628,2024000568.0,MK118,2023/2024 Ganjil,79.43174308011062,B
12629,2019039078.0,,2023/2024 Ganjil,83.37865519221482,B
12630,2020031257.0,MK079,2023/2024 Ganjil,82.0811090443018,B
12631,2025040051.0,MK091,2023/2024 Ganjil,80.16883108982778,B
12632,,MK102,2022/2023 Genap,,E
12633,2019015389.0,MK129,2023/2024 Ganjil,75.92366560162813,B
12634,2020015425.0,MK014,2023/2024 Ganjil,69.96912967252979,C
12635,2025034176.0,,2023/2024 Ganjil,74.1718499688777,C
12636,2022020413.0,MK030,2023/2024 Ganjil,70.14740402548587,C
12637,2023007890.0,MK129,202/2023 Ganjil,67.87772870650417,C
12638,2025010105.0,MK142,2022/2023 Genap,83.06449227299402,B
12639,2021030981.0,MK105,202/2023 Ganjil,58.03362169567994,D
12640,2022041341.0,MK043,2022/2023 Genap,76.42635839322605,B
12641,2022025678.0,MK143,2023/2024 Ganjil,78.94764366289859,B
12642,2021033177.0,MK038,2023/2024 Ganjil,86.86517958140547,A
12643,2025024331.0,MK089,202/2023 Ganjil,75.3639635276528,B
12644,2025018163.0,MK044,2022/2023 Genap,87.86096636410244,A
12645,2022029108.0,MK109,2023/2024 Ganjil,83.32241266383076,B
12646,2020017416.0,MK055,2022/2023 Genap,80.10343201980093,B
12647,2019017800.0,,2022/2023 Genap,79.57270841776979,B
12648,2021024698.0,MK078,2022/2023 Genap,,E
12649,2023041993.0,MK107,2022/2023 Genap,88.83671472065768,A
12650,2024036257.0,MK057,202/2023 Ganjil,90.20822585019128,A
12651,2020030087.0,MK130,2023/2024 Ganjil,89.30048063275562,A
12652,2024015735.0,MK124,2023/2024 Ganjil,79.97174857474234,B
12653,2023035314.0,MK049,2023/2024 Ganjil,79.36896148198392,B
12654,2024000538.0,MK064,2022/2023 Genap,74.29194204255047,C
12655,2024012024.0,MK087,2022/2023 Genap,81.01158347359681,B
12656,2025041208.0,MK136,2022/2023 Genap,68.45570441317054,C
12657,2023024365.0,,2022/2023 Genap,85.7999727150775,A
12658,,MK062,202/2023 Ganjil,70.31195198347295,C
12659,2023031750.0,MK121,2022/2023 Genap,82.34825364265518,B
12660,2020024686.0,,2022/2023 Genap,93.61807862693882,A
12661,2020034073.0,MK033,2022/2023 Genap,86.48837462048286,A
12662,2024010150.0,MK020,2022/2023 Genap,85.987564138503,A
12663,2019021375.0,MK112,202/2023 Ganjil,82.06144929892106,B
12664,2023024475.0,MK037,2022/2023 Genap,82.94207958583452,B
12665,2019041816.0,MK106,2023/2024 Ganjil,63.31439477827991,D
12666,2020031895.0,MK105,2022/2023 Genap,79.30707494571834,B
12667,2021034309.0,MK051,202/2023 Ganjil,82.12600892488572,B
12668,2024031122.0,MK029,2022/2023 Genap,58.64164803523096,D
12669,2019019235.0,MK137,2023/2024 Ganjil,79.09645052980889,B
12670,2021022937.0,MK086,2022/2023 Genap,78.09349354935411,B
12671,2019018920.0,MK040,202/2023 Ganjil,87.76409703306122,A
12672,2022037905.0,MK100,2022/2023 Genap,73.9636783109553,C
12673,2022004665.0,MK023,202/2023 Ganjil,70.53453338851668,C
12674,2025029740.0,MK103,2022/2023 Genap,75.65553672071046,B
12675,2023005849.0,MK008,2022/2023 Genap,81.56351494420282,B
12676,2025025183.0,MK074,2022/2023 Genap,,E
12677,2022020911.0,MK064,202/2023 Ganjil,76.5127894226531,B
12678,2021011206.0,MK108,2023/2024 Ganjil,69.45945967727732,C
12679,2023033593.0,MK093,2022/2023 Genap,83.52399647945903,B
12680,2025029948.0,MK120,202/2023 Ganjil,68.90350421328736,C
12681,2023005755.0,MK109,2022/2023 Genap,63.10621681699805,D
12682,2024019222.0,MK096,2022/2023 Genap,75.37962624927613,B
12683,2023041878.0,MK142,,85.09265063454103,A
12684,2020011590.0,MK080,2022/2023 Genap,78.98906333380147,B
12685,2025040481.0,MK103,202/2023 Ganjil,81.6633626702292,B
12686,2021001733.0,MK017,202/2023 Ganjil,77.33314781859168,B
12687,2021031315.0,MK020,2022/2023 Genap,84.05918822312718,B
12688,2019021062.0,MK115,2022/2023 Genap,90.5015704910958,A
12689,2023010524.0,MK012,202/2023 Ganjil,71.57227213412293,C
12690,2024030884.0,MK124,202/2023 Ganjil,80.97275172268101,B
12691,2020015912.0,MK122,2023/2024 Ganjil,75.24243350327096,B
12692,2025022834.0,MK072,202/2023 Ganjil,67.34385314608913,C
12693,2022036270.0,MK085,2022/2023 Genap,71.52991779245528,C
12694,2023018584.0,MK110,202/2023 Ganjil,76.73161776598307,B
12695,2020036158.0,MK018,2022/2023 Genap,81.43200934941457,B
12696,2023035469.0,MK029,2023/2024 Ganjil,88.06994891791666,A
12697,2022004548.0,MK135,202/2023 Ganjil,86.94878810175476,A
12698,2019009135.0,MK040,2022/2023 Genap,78.86520580787985,B
12699,2025016434.0,MK101,,69.05801658947385,C
12700,2025009673.0,MK120,2022/2023 Genap,85.23974651522273,A
12701,2025024446.0,MK134,2022/2023 Genap,75.06684000996341,B
12702,2023023883.0,MK148,2023/2024 Ganjil,80.14637187527363,B
12703,2021031082.0,MK055,2022/2023 Genap,73.59981510281496,C
12704,2023039655.0,,202/2023 Ganjil,73.21677724210696,C
12705,2019030879.0,MK088,2023/2024 Ganjil,90.08247035397045,A
12706,2019029482.0,MK125,,86.84868140128808,A
12707,2025008994.0,MK022,2023/2024 Ganjil,53.32080285895646,E
12708,2022009868.0,MK050,202/2023 Ganjil,83.81143617096998,B
12709,2020026228.0,MK027,2023/2024 Ganjil,73.0028050761821,C
12710,2021040545.0,MK048,2023/2024 Ganjil,85.69768891561503,A
12711,2019034971.0,MK066,2022/2023 Genap,58.4264795916997,D
12712,2024026022.0,MK141,2022/2023 Genap,74.68289951426974,C
12713,2024032063.0,MK130,2022/2023 Genap,77.55648364218371,B
12714,2023015163.0,MK046,2022/2023 Genap,72.75090508461723,C
12715,2024034334.0,MK071,202/2023 Ganjil,87.96066293988922,A
12716,2022035155.0,MK128,202/2023 Ganjil,68.22446388961902,C
12717,2020007610.0,MK011,2023/2024 Ganjil,88.80771233499284,A
12718,2021024795.0,,202/2023 Ganjil,86.07648682648647,A
12719,2023009062.0,MK049,2022/2023 Genap,69.99706995118746,C
12720,2025025750.0,MK063,202/2023 Ganjil,77.98313361573838,B
12721,2020009175.0,MK021,2023/2024 Ganjil,86.41177230840583,A
12722,2021020539.0,MK079,202/2023 Ganjil,78.07235897332056,B
12723,2023032036.0,MK080,2023/2024 Ganjil,84.00591262995246,B
12724,2025025193.0,MK009,2023/2024 Ganjil,75.33675182805133,B
12725,2021023718.0,MK149,2022/2023 Genap,79.82219522200025,B
12726,2024022000.0,MK116,,78.82410026623249,B
12727,2021037670.0,MK120,2023/2024 Ganjil,63.58194485200558,D
12728,2020037574.0,MK055,2022/2023 Genap,77.22603061202427,B
12729,2020026558.0,MK041,2023/2024 Ganjil,79.12672001939269,B
12730,2024001125.0,MK006,202/2023 Ganjil,85.06954734275627,A
12731,2020005852.0,,202/2023 Ganjil,75.62961381172127,B
12732,2024001952.0,MK095,,71.74874598191883,C
12733,2025035653.0,MK133,2023/2024 Ganjil,84.06290116478682,B
12734,2021020151.0,MK026,2023/2024 Ganjil,79.22584229090792,B
12735,2020014256.0,MK001,2022/2023 Genap,73.8056477910992,C
12736,2023037045.0,MK001,2023/2024 Ganjil,90.46001544095763,A
12737,2025027951.0,MK093,2023/2024 Ganjil,78.91397712405691,B
12738,2024012930.0,MK038,202/2023 Ganjil,75.02686790874786,B
12739,2025041710.0,MK041,202/2023 Ganjil,73.09227759721139,C
12740,2023018878.0,MK133,2023/2024 Ganjil,76.45279830246966,B
12741,2019008814.0,MK149,2022/2023 Genap,69.83575329978262,C
12742,2021024785.0,MK063,202/2023 Ganjil,,E
12743,2021029182.0,MK086,2023/2024 Ganjil,72.12857084110546,C
12744,2023017615.0,MK084,2022/2023 Genap,76.6448758012145,B
12745,2020023472.0,MK140,2022/2023 Genap,79.51977600390587,B
12746,2022019519.0,MK134,2023/2024 Ganjil,89.15910563528928,A
12747,2023004440.0,MK109,202/2023 Ganjil,89.96532233731351,A
12748,2019021200.0,MK104,2022/2023 Genap,72.45007129983891,C
12749,2022025582.0,MK035,2022/2023 Genap,81.68006219378418,B
12750,2021014663.0,MK075,2022/2023 Genap,82.38257217923565,B
12751,,MK125,202/2023 Ganjil,79.85070123142889,B
12752,2023004635.0,MK052,2023/2024 Ganjil,79.61522698852717,B
12753,2023012022.0,MK033,2022/2023 Genap,94.64128240659882,A
12754,2021005832.0,,202/2023 Ganjil,74.68999824015353,C
12755,2021030452.0,MK053,202/2023 Ganjil,69.97165503428243,C
12756,2020009878.0,MK061,2022/2023 Genap,79.95116450281934,B
12757,2020023432.0,,202/2023 Ganjil,72.74746300426193,C
12758,2022026204.0,MK015,2022/2023 Genap,73.82302185714998,C
12759,2019010645.0,MK055,202/2023 Ganjil,85.2758513900533,A
12760,2022031130.0,MK047,2023/2024 Ganjil,80.98768417217461,B
12761,2020040448.0,MK097,202/2023 Ganjil,72.86758385752387,C
12762,2019015452.0,MK075,2023/2024 Ganjil,88.79964394401743,A
12763,2023030409.0,MK015,2023/2024 Ganjil,70.03918941362468,C
12764,2025021495.0,MK021,2022/2023 Genap,91.97851855920653,A
12765,2022024521.0,MK036,202/2023 Ganjil,82.33345643479473,B
12766,2024004048.0,MK044,2023/2024 Ganjil,75.51685575588333,B
12767,2019017304.0,MK129,2022/2023 Genap,82.3594726235083,B
12768,2019028165.0,MK042,202/2023 Ganjil,68.42344211633794,C
12769,2019024167.0,MK033,2023/2024 Ganjil,83.25313610846358,B
12770,2020011966.0,MK103,202/2023 Ganjil,89.10653313022662,A
12771,2025028720.0,MK040,202/2023 Ganjil,75.1486256844495,B
12772,2025012523.0,MK097,2022/2023 Genap,73.29831792151958,C
12773,2022008557.0,MK115,2022/2023 Genap,80.68899689729585,B
12774,2021025574.0,MK102,2022/2023 Genap,75.62263178950201,B
12775,2025016007.0,MK064,202/2023 Ganjil,74.69453625231351,C
