id_mahasiswa,kampus,prodi,angkatan,status,jalur_masuk,jenjang,jenis_kelamin,ipk
2020018627,Universitas Islam Indonesia,Profesi Apoteker,2020,AKTIF,Mandiri,S1,L,3.5173459569992955
2020018674,Universitas Islam Indonesia,Profesi Apoteker,2020,LULUS,Mandiri,,L,3.1024573463467453
2020019074,Universitas Islam Indonesia,Profesi Apoteker,2020,AKTIF,Mandiri,S1,P,2.9946064609684027
2020019540,Universitas Islam Indonesia,Profesi Apoteker,2020,AKTIF,Mandiri,D3,P,3.1682113153732705
2020019920,Universitas Islam Indonesia,Profesi Apoteker,2020,LULUS,Beasiswa,Profesi,,3.2336089484194113
2020020355,Universitas Islam Indonesia, Profesi Apoteker ,2020,LULUS,Mandiri,S1,L,3.239615705350759
2020021295,Universitas Islam Indonesia,Profesi Apoteker,2020,AKTIF,Mandiri,S1,L,3.4787077255221583
2020021555,Universitas Islam Indonesia,Profesi Apoteker,2020,LULUS,Mandiri,S1,P,3.3528331168963854
2020021557,Universitas Islam Indonesia,Profesi Apoteker,2020,AKTIF,Beasiswa,D4,P,3.2422473633104927
2020021990,Universitas Islam Indonesia,Profesi Apoteker,2020,LULUS,Mandiri,S1,P,3.298962322592698
2020023157,Universitas Islam Indonesia,Profesi Apoteker,2020,LULUS,Mandiri,S1,L,2.7952952817439987
2020023180,Universitas Islam Indonesia,Profesi Apoteker,2020,LULUS,Beasiswa,S1,L,3.506623214758659
2020023979,Universitas Islam Indonesia,,2020,AKTIF,Mandiri,S1,P,3.412253898450513
2020024157,Universitas Islam Indonesia,,2020,LULUS,Mandiri,S1,L,3.3795189109396846
2020024930,Universitas Islam Indonesia,Profesi Apoteker,2020,AKTIF,Beasiswa,S1,,3.402444332918581
2020025784,Universitas Islam Indonesia,Profesi Apoteker,2020,LULUS,Mandiri,S1,P,2.810826761339898
2020026051,Universitas Islam Indonesia,,2020,AKTIF,Transfer,,P,3.2845730399415576
2020026337,Universitas Islam Indonesia,Profesi Apoteker,2020,LULUS,Mandiri,S1,P,3.614441207928091
2020026408,Universitas Islam Indonesia, Profesi Apoteker ,2020,AKTIF,Beasiswa,S1,L,3.1007003613415
2020026638,Universitas Islam Indonesia,,2020,CUTI,Transfer,S1,P,3.3963046580410023
2020027030,Universitas Islam Indonesia,Profesi Apoteker,2020,AKTIF,Beasiswa,S1,,3.1969815320557435
2020027081,Universitas Islam Indonesia,Profesi Apoteker,2020,AKTIF,Mandiri,S1,P,3.4563824568204096
2020027426,Universitas Islam Indonesia,Profesi Apoteker,2020,DO,,D4,P,3.279166377344553
2020027762,,Profesi Apoteker,2020,DO,Mandiri,S1,P,3.119909947367145
2020028593,Universitas Islam Indonesia,Profesi Apoteker,2020,DO,Beasiswa,S2,L,3.5125126205657473
2020028650,Universitas Islam Indonesia,Profesi Apoteker,2020,AKTIF,Mandiri,D4,,3.084498376317837
2020028742,,,2020,AKTIF,Mandiri,S2,L,3.0336920639312352
2020028963,Universitas Islam Indonesia,Profesi Apoteker,2020,DO,Mandiri,S1,P,3.232918829776161
2020028985,Universitas Islam Indonesia,Profesi Apoteker,2020,LULUS,Transfer,Profesi,L,3.3462725443852466
2020029094,,Profesi Apoteker,2020,AKTIF,Beasiswa,,P,3.1945039617950104
2020029150,Universitas Islam Indonesia,Profesi Apoteker,2020,AKTIF,Beasiswa,S1,P,
2020029349,Universitas Islam Indonesia,Profesi Apoteker,2020,LULUS,Transfer,S1,L,3.4189792504921814
2020029417,Universitas Islam Indonesia,Profesi Apoteker,2020,LULUS,Mandiri,S1,P,3.1911334639770295
2020029548,Universitas Islam Indonesia,Profesi Apoteker,2020,AKTIF,Mandiri,S1,P,3.3273685536363335
2020029721,Universitas Islam Indonesia,Profesi Apoteker,2020,LULUS,Transfer,,L,3.421712470921439
2020029780,Universitas Islam Indonesia,Profesi Apoteker,2020,AKTIF,Transfer,D3,L,3.0911983044536
2020029785,Universitas Islam Indonesia,Profesi Apoteker,2020,LULUS,Mandiri,S1,P,2.9917581717267305
2020029910,Universitas Islam Indonesia,Profesi Apoteker,2020,AKTIF,Beasiswa,S1,L,3.2654052652799157
2020030020,Universitas Islam Indonesia,Profesi Apoteker,2020,LULUS,Beasiswa,S1,P,3.361035477084561
2020030087,,Profesi Apoteker,2020,LULUS,Alih Jenjang,S1,P,3.7704495975031245
2020030094,Universitas Islam Indonesia,Profesi Apoteker,2020,LULUS,Mandiri,S1,L,3.437406675301555
2020030162,Universitas Islam Indonesia,Profesi Apoteker,2020,AKTIF,,D3,L,3.7844878687931622
2020032303,Universitas Islam Indonesia,Profesi Apoteker,2020,,Beasiswa,D3,L,3.1680060662947533
2020032476,Universitas Islam Indonesia,Profesi Apoteker,2020,LULUS,Mandiri,,L,
2020033275,Universitas Islam Indonesia,Profesi Apoteker,2020,AKTIF,Beasiswa,S1,P,3.657641048007985
2020033367,Universitas Islam Indonesia,Profesi Apoteker,2020,LULUS,Mandiri,D4,,3.206257414550466
2020033908,Universitas Islam Indonesia,Profesi Apoteker,2020,DO,Transfer,S2,P,3.4871702932490907
2020034059,Universitas Islam Indonesia,Profesi Apoteker,2020,AKTIF,Transfer,S1,P,3.467201782129948
2020034748,Universitas Islam Indonesia,Profesi Apoteker,2020,AKTIF,Beasiswa,D3,P,3.2080047988236826
2020034760,Universitas Islam Indonesia,Profesi Apoteker,2020,AKTIF,Beasiswa,S1,L,2.8449551855882915
2020034934,Universitas Islam Indonesia,Profesi Apoteker,2020,AKTIF,Mandiri,S1,L,3.0824415879136584
2020035884,Universitas Islam Indonesia,Profesi Apoteker,2020,AKTIF,Mandiri,,P,3.304131882584242
2020035922,Universitas Islam Indonesia,Profesi Apoteker,2020,AKTIF,,D4,P,
2020036073,Universitas Islam Indonesia,Profesi Apoteker,2020,AKTIF,,D3,P,2.6692781215332424
2020036537,Universitas Islam Indonesia,Profesi Apoteker,2020,LULUS,Transfer,S1,P,3.2078237103909686
2020036874,Universitas Islam Indonesia,Profesi Apoteker,2020,LULUS,Alih Jenjang,S1,L,3.027747807001841
2020037222,Universitas Islam Indonesia, Profesi Apoteker ,2020,AKTIF,Transfer,S1,P,
2020037632,Universitas Islam Indonesia,Profesi Apoteker,2020,AKTIF,Beasiswa,S1,P,3.3023475880243796
2020037794,Universitas Islam Indonesia,Profesi Apoteker,2020,AKTIF,Alih Jenjang,S1,P,2.948877633887141
2020038143,Universitas Islam Indonesia,Profesi Apoteker,2020,DO,Beasiswa,S1,P,3.2273469851106604
2020038790,Universitas Islam Indonesia,Profesi Apoteker,2020,AKTIF,Mandiri,D4,L,3.1955316259535302
2020038807,Universitas Islam Indonesia,Profesi Apoteker,2020,AKTIF,Beasiswa,S2,L,3.1151821087456044
2020038992,Universitas Islam Indonesia,Profesi Apoteker,2020,LULUS,Beasiswa,S1,L,3.0436816365746604
2020039669,Universitas Islam Indonesia,Profesi Apoteker,2020,LULUS,Mandiri,S1,L,4.5482091550892125
2020039794,Universitas Islam Indonesia,Profesi Apoteker,2020,LULUS,Beasiswa,S1,P,3.1720938150727798
2020040132,,Profesi Apoteker,2020,AKTIF,Beasiswa,S1,L,3.1575111070092756
2020040496,Universitas Islam Indonesia,Profesi Apoteker,2020,LULUS,Transfer,S1,L,3.4753565963152186
2020040633,Universitas Islam Indonesia,Profesi Apoteker,2020,LULUS,Mandiri,S1,L,3.3735391681369484
2020040821,Universitas Islam Indonesia,Profesi Apoteker,2020,AKTIF,Transfer,S1,P,2.8072600638937915
2020040918,Universitas Islam Indonesia,Profesi Apoteker,2020,LULUS,Beasiswa,S1,P,3.2760715170054464
2020041461,Universitas Islam Indonesia,Profesi Apoteker,2020,CUTI,Mandiri,S1,P,3.4452737562633966
2020041960,Universitas Islam Indonesia,Profesi Apoteker,2020,LULUS,Beasiswa,S1,P,3.1961771182560392
2020000067,,Psikologi,2020,LULUS,Mandiri,S1,L,
2020000525,Universitas Islam Indonesia,,2020,LULUS,Alih Jenjang,S1,,3.6413458181835234
2020000649,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Alih Jenjang,D4,P,3.0903137075413647
2020000744,Universitas Islam Indonesia,Psikologi,2020,LULUS,Mandiri,S1,L,3.0329054358055125
2020000985,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Beasiswa,S1,P,3.027522804911368
2020001235,Universitas Islam Indonesia,Psikologi,2020,LULUS,Alih Jenjang,D3,L,3.2644963840208314
2020002084,Universitas Islam Indonesia,Psikologi,2020,LULUS,Transfer,Profesi,L,3.382129909945799
2020002371,Universitas Islam Indonesia,Psikologi,2020,,Mandiri,S1,L,3.565882997149907
2020002445,Universitas Islam Indonesia,Psikologi,2020,LULUS,Beasiswa,S1,L,3.309198425423189
2020003088,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Mandiri,S2,P,3.2190349762542607
2020004205,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Alih Jenjang,S1,L,3.0479927880399913
2020004295,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Mandiri,S2,L,2.592131320035663
2020004581,Universitas Islam Indonesia, Psikologi ,2020,AKTIF,Transfer,,L,3.006768305497737
2020004743,Universitas Islam Indonesia,Psikologi,2020,LULUS,Mandiri,S1,P,3.3049643639360204
2020005034,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Mandiri,S1,P,3.381725572321983
2020005621,Universitas Islam Indonesia,Psikologi,2020,CUTI,Alih Jenjang,S1,P,2.9574837927276265
2020006187,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Transfer,S2,P,3.0959819168617293
2020006245,Universitas Islam Indonesia,Psikologi,2020,,Mandiri,S1,P,
2020006785,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Transfer,S1,P,3.222020818776157
2020007104,Universitas Islam Indonesia,Psikologi,2020,AKTIF,,S1,L,3.0636271706085054
2020008288,Universitas Islam Indonesia,Psikologi,2020,LULUS,Beasiswa,S1,P,3.1736398855635435
2020008654,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Alih Jenjang,Profesi,P,3.2667098552627483
2020008826,Universitas Islam Indonesia,Psikologi,2020,CUTI,Transfer,D4,,3.023592776052055
2020009708,Universitas Islam Indonesia,Psikologi,2020,LULUS,Alih Jenjang,Profesi,L,2.830027444026239
2020010112,Universitas Islam Indonesia,Psikologi,2020,,Beasiswa,S1,,3.1983817814094198
2020010151,,Psikologi,2020,LULUS,Beasiswa,S1,P,2.9765176408580225
2020010380,Universitas Islam Indonesia,Psikologi,2020,LULUS,Mandiri,S2,P,3.230018969807148
2020010601,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Mandiri,S1,P,3.2957671360353102
2020010738,Universitas Islam Indonesia,Psikologi,2020,LULUS,Transfer,S1,,
2020011313,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Mandiri,S2,L,2.8355618140343717
2020011438,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Beasiswa,S1,P,3.2348579530786665
2020011589,Universitas Islam Indonesia,Psikologi,2020,LULUS,Transfer,S2,L,3.510895131980756
2020011614,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Transfer,S1,P,3.153960463870512
2020011643,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Alih Jenjang,Profesi,L,3.118538799779073
2020011665,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Mandiri,Profesi,P,3.521406021621771
2020011811,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Transfer,S1,P,3.3002895418892337
2020011858,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Beasiswa,S2,P,2.9953555834170302
2020012813,Universitas Islam Indonesia,Psikologi,2020,LULUS,Beasiswa,S1,P,3.736919220036399
2020013148,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Mandiri,S1,P,2.504735791150561
2020013246,Universitas Islam Indonesia, Psikologi ,2020,AKTIF,Mandiri,S1,,2.8005301925566646
2020013327,Universitas Islam Indonesia,Psikologi,2020,LULUS,Beasiswa,S1,P,3.485199938756216
2020013378,Universitas Islam Indonesia,Psikologi,2020,AKTIF,,Profesi,L,2.9572263546287485
2020013554,Universitas Islam Indonesia,Psikologi,2020,,Transfer,S1,L,
2020013622,Universitas Islam Indonesia,Psikologi,2020,,Transfer,S1,P,3.6279943274925066
2020013729,Universitas Islam Indonesia,Psikologi,2020,LULUS,Alih Jenjang,S1,L,3.486812461040719
2020013945,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Mandiri,S1,L,3.3069982407626375
2020014379,Universitas Islam Indonesia,Psikologi,2020,LULUS,Beasiswa,S1,P,3.3799990371698327
2020014588,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Alih Jenjang,S1,P,3.3652933813844306
2020014856,Universitas Islam Indonesia,,2020,AKTIF,Mandiri,D3,P,3.0492480730312272
2020015103,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Beasiswa,S2,P,3.1336697427737694
2020015174,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Mandiri,S1,L,3.1118883435604743
2020015318,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Beasiswa,S1,L,3.1722399983458893
2020015341,Universitas Islam Indonesia,Psikologi,2020,AKTIF,,S1,P,2.4980853101834093
2020015971,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Beasiswa,S1,P,3.287809292794364
2020016340,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Transfer,S1,P,3.094578425425821
2020016357,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Mandiri,S1,L,3.2785728911320677
2020016492,Universitas Islam Indonesia,Psikologi,2020,DO,Mandiri,S1,P,3.5765110516431142
2020016833,Universitas Islam Indonesia,Psikologi,2020,LULUS,Beasiswa,S1,P,3.3718818268458617
2020017224,Universitas Islam Indonesia,Psikologi,2020,LULUS,Mandiri,S1,P,3.0027316689735817
2020017290,Universitas Islam Indonesia,Psikologi,2020,LULUS,,S1,L,2.755489103327656
2020017461,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Mandiri,S1,P,2.998822923459869
2020017603,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Mandiri,S1,L,3.0712029339252562
2020017736,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Mandiri,S1,P,3.5362061333803534
2020018039,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Beasiswa,Profesi,P,2.7649567510803967
2020018212,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Transfer,S1,L,3.2961048816070586
2020018459,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Transfer,S1,,3.2426392510305897
2020018602,,Psikologi,2020,LULUS,Transfer,S2,L,3.7084234236111766
2020018663,Universitas Islam Indonesia,Psikologi,2020,LULUS,,S1,P,3.0359582289202924
2020018744,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Beasiswa,S1,L,3.184423776456829
2020019147,Universitas Islam Indonesia,Psikologi,2020,LULUS,Alih Jenjang,S3,P,3.041373648347262
2020019180,Universitas Islam Indonesia,Psikologi,2020,,Beasiswa,S1,P,3.1955998195150284
2020019500,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Transfer,S1,P,3.10597771673982
2020020108,Universitas Islam Indonesia,Psikologi,2020,LULUS,Mandiri,S1,P,3.0904171345023013
2020020206,Universitas Islam Indonesia,Psikologi,2020,LULUS,Transfer,S2,P,3.2426542099740727
2020020719,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Beasiswa,S1,L,3.1695095191760827
2020020836,Universitas Islam Indonesia,Psikologi,2020,LULUS,Beasiswa,,P,
2020021736,Universitas Islam Indonesia,Psikologi,2020,LULUS,Beasiswa,S1,P,3.0612395480753825
2020021740,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Alih Jenjang,S1,L,3.572225923809543
2020021826,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Beasiswa,S1,P,2.9743556842151992
2020022368,Universitas Islam Indonesia,Psikologi,2020,LULUS,Beasiswa,D4,P,3.0334310872935943
2020022854,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Transfer,S1,L,3.2071726553867688
2020023162,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Beasiswa,D4,P,3.2859299043817853
2020023638,Universitas Islam Indonesia,Psikologi,2020,LULUS,Transfer,S1,L,3.1261825120965896
2020024114,Universitas Islam Indonesia,Psikologi,2020,LULUS,Mandiri,S1,P,3.5677474376663993
2020024540,Universitas Islam Indonesia,Psikologi,2020,AKTIF,,S2,,3.249671818142535
2020024914,Universitas Islam Indonesia,Psikologi,2020,LULUS,Mandiri,S1,P,2.9275854499937206
2020024955,Universitas Islam Indonesia,Psikologi,2020,LULUS,Transfer,S1,P,3.0984079404003393
2020024969,Universitas Islam Indonesia,Psikologi,2020,,Mandiri,S1,,3.50576914724567
2020025491,Universitas Islam Indonesia,Psikologi,2020,,Mandiri,S1,P,3.306449702793832
2020025754,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Beasiswa,D3,P,2.8429060388213947
2020025811,Universitas Islam Indonesia,Psikologi,2020,AKTIF,,S1,L,3.6314926022297853
2020025933,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Beasiswa,S1,L,3.173312605737203
2020026075,Universitas Islam Indonesia,Psikologi,2020,LULUS,Transfer,S1,P,3.476996532055903
2020026471,Universitas Islam Indonesia,Psikologi,2020,CUTI,Mandiri,S1,P,2.9859788489414876
2020026721,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Transfer,S1,L,3.5659166774999274
2020026863,Universitas Islam Indonesia, Psikologi ,2020,AKTIF,Transfer,S1,L,2.827026431626337
2020026893,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Mandiri,S1,P,2.9338078876215397
2020027218,Universitas Islam Indonesia,Psikologi,2020,LULUS,Mandiri,S1,L,3.692773036938656
2020027226,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Transfer,S2,P,3.251077411666058
2020027563,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Alih Jenjang,S1,P,3.048271254652984
2020027594,Universitas Islam Indonesia,Psikologi,2020,CUTI,Alih Jenjang,S1,P,3.442568222297259
2020027996,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Beasiswa,S1,L,2.8772321072203773
2020028025,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Mandiri,Profesi,L,3.1712749880394497
2020028465,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Mandiri,D4,P,2.9926942603081144
2020028522,Universitas Islam Indonesia, Psikologi ,2020,AKTIF,Alih Jenjang,S1,P,
2020028633,Universitas Islam Indonesia,Psikologi,2020,LULUS,Mandiri,S1,P,3.019369912610252
2020029071,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Transfer,S1,L,2.7622416723451053
2020029201,Universitas Islam Indonesia,Psikologi,2020,LULUS,Mandiri,S1,P,3.4052736653303377
2020029385,Universitas Islam Indonesia,Psikologi,2020,LULUS,Beasiswa,S1,P,3.282957883547157
2020029504,Universitas Islam Indonesia,Psikologi,2020,LULUS,Mandiri,S1,P,3.584844258377834
2020029659,Universitas Islam Indonesia, Psikologi ,2020,AKTIF,Mandiri,S1,P,3.1601556106997735
2020029914,Universitas Islam Indonesia,Psikologi,2020,LULUS,Mandiri,S1,L,3.3661935377245498
2020030085,Universitas Islam Indonesia,Psikologi,2020,CUTI,Mandiri,S1,L,
2020030464,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Beasiswa,S1,P,3.1410670197566364
2020030482,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Mandiri,S1,L,3.0764289723664575
2020030641,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Transfer,S1,P,2.999506405135801
2020030845,Universitas Islam Indonesia,Psikologi,2020,LULUS,Mandiri,,,3.3585941052969037
2020031279,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Beasiswa,S1,,3.018603513575013
2020031301,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Mandiri,D3,P,3.1735207283037408
2020031541,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Mandiri,S1,P,3.004221819212083
2020031722,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Alih Jenjang,S2,P,3.045073993915691
2020031829,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Mandiri,S1,P,2.816348730794749
2020032528,Universitas Islam Indonesia,Psikologi,2020,,Beasiswa,S1,P,3.2732620873226272
2020032826,Universitas Islam Indonesia,Psikologi,2020,,Beasiswa,S1,L,
2020033045,Universitas Islam Indonesia,Psikologi,2020,LULUS,Transfer,S1,L,3.2925886690479387
2020033293,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Alih Jenjang,S1,L,3.2041455652899433
2020033694,Universitas Islam Indonesia,Psikologi,2020,LULUS,Alih Jenjang,S3,P,3.0029814478858805
2020034205,Universitas Islam Indonesia,Psikologi,2020,LULUS,Mandiri,S1,P,3.5132367568293654
2020035016,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Mandiri,S1,P,3.2244487172264895
2020035697,Universitas Islam Indonesia,Psikologi,2020,,Alih Jenjang,S1,L,3.2015098144338108
2020035725,Universitas Islam Indonesia,Psikologi,2020,LULUS,Beasiswa,S1,P,2.9012167068046666
2020036358,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Transfer,S1,P,3.6280658730494966
2020037360,Universitas Islam Indonesia,Psikologi,2020,CUTI,Transfer,S1,L,3.3983431040075667
2020037560,Universitas Islam Indonesia,Psikologi,2020,LULUS,Mandiri,D4,L,3.64573711452704
2020038196,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Mandiri,S1,P,
2020038259,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Mandiri,S1,L,3.158431196867571
2020038398,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Mandiri,D3,L,0.22542602186777494
2020038800,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Transfer,S1,P,
2020039478,Universitas Islam Indonesia,Psikologi,2020,LULUS,Transfer,S1,P,3.1023128612968875
2020039525,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Beasiswa,S2,,2.7822019912253473
2020039784,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Transfer,S1,L,3.09171994211766
2020039893,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Mandiri,S1,L,3.2171113036078878
2020040119,Universitas Islam Indonesia,Psikologi,2020,LULUS,,S1,P,3.5109640805799067
2020040147,Universitas Islam Indonesia,Psikologi,2020,LULUS,Mandiri,S2,L,3.482687028742524
2020040167,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Alih Jenjang,S1,L,3.581776493177072
2020040281,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Beasiswa,D4,L,3.2559069779002177
2020040599,Universitas Islam Indonesia, Psikologi ,2020,AKTIF,Transfer,S2,L,3.163117613127449
2020040676,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Mandiri,S1,P,2.968737993728341
2020040980,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Mandiri,S2,L,3.2937192221174127
2020041210,Universitas Islam Indonesia,Psikologi,2020,AKTIF,Mandiri,S1,P,3.319016316063286
2020041219,Universitas Islam Indonesia,Psikologi,2020,CUTI,Mandiri,Profesi,L,2.8230352698919785
2020000023,Universitas Islam Indonesia,Sastra Arab,2020,DO,Beasiswa,S1,L,3.127844050576658
2020000464,Universitas Islam Indonesia,Sastra Arab,2020,AKTIF,Mandiri,S1,,3.28270473647381
2020001292,Universitas Islam Indonesia,Sastra Arab,2020,LULUS,Transfer,S1,L,3.1293095116508884
2020001390,Universitas Islam Indonesia,Sastra Arab,2020,DO,Mandiri,D4,L,3.118449993006347
2020001539,Universitas Islam Indonesia, Sastra Arab ,2020,LULUS,Beasiswa,S1,L,3.6944307965412904
2020001807,Universitas Islam Indonesia,Sastra Arab,2020,AKTIF,Beasiswa,D4,L,3.4149345281522914
2020002270,Universitas Islam Indonesia,Sastra Arab,2020,DO,Beasiswa,S2,P,2.8782620719543663
2020002324,Universitas Islam Indonesia,Sastra Arab,2020,LULUS,Beasiswa,S1,P,3.1917916079516995
2020002831,Universitas Islam Indonesia,Sastra Arab,2020,LULUS,Alih Jenjang,S1,P,2.8860884437427936
2020002838,,Sastra Arab,2020,CUTI,Mandiri,D3,P,3.167924818768555
2020003020,Universitas Islam Indonesia,Sastra Arab,2020,AKTIF,Mandiri,S2,L,2.768968565050306
2020003136,Universitas Islam Indonesia,Sastra Arab,2020,AKTIF,Mandiri,S1,P,2.7943517293917055
2020003604,Universitas Islam Indonesia,Sastra Arab,2020,LULUS,Beasiswa,S1,P,3.3283693372861465
2020004825,Universitas Islam Indonesia,Sastra Arab,2020,LULUS,Beasiswa,S1,P,3.241577279969698
2020004863,Universitas Islam Indonesia,,2020,LULUS,Mandiri,D3,P,3.494922651996379
2020005013,Universitas Islam Indonesia,Sastra Arab,2020,AKTIF,Alih Jenjang,S1,P,3.092809065938761
2020005114,Universitas Islam Indonesia,Sastra Arab,2020,AKTIF,Transfer,,P,3.362294954659247
2020005450,Universitas Islam Indonesia,Sastra Arab,2020,AKTIF,Mandiri,Profesi,P,3.375068473301077
2020005688,Universitas Islam Indonesia, Sastra Arab ,2020,AKTIF,Transfer,S1,P,3.2470794396663125
2020005713,Universitas Islam Indonesia,Sastra Arab,2020,AKTIF,Mandiri,D4,L,3.6897292276978617
2020005846,Universitas Islam Indonesia,Sastra Arab,2020,LULUS,Transfer,S1,,3.03384840835282
2020006125,Universitas Islam Indonesia,,2020,LULUS,Alih Jenjang,,L,3.4021585744478067
2020006179,Universitas Islam Indonesia,Sastra Arab,2020,DO,Transfer,S1,P,3.5328390774988243
2020006520,Universitas Islam Indonesia,Sastra Arab,2020,AKTIF,Mandiri,S1,P,3.272351903887887
2020006641,Universitas Islam Indonesia,Sastra Arab,2020,LULUS,Beasiswa,S1,L,3.2681617167465014
2020007015,Universitas Islam Indonesia,Sastra Arab,2020,DO,Transfer,S1,P,2.9055066669378884
2020007137,Universitas Islam Indonesia,Sastra Arab,2020,AKTIF,Transfer,D4,P,3.2642813899744274
2020007967,Universitas Islam Indonesia,Sastra Arab,2020,,Transfer,S2,L,2.871458094665739
2020008050,Universitas Islam Indonesia,Sastra Arab,2020,DO,Transfer,S1,L,2.862286487982357
2020008104,Universitas Islam Indonesia,Sastra Arab,2020,LULUS,Alih Jenjang,D4,P,
2020008461,Universitas Islam Indonesia,Sastra Arab,2020,LULUS,Mandiri,S1,P,3.564864912127232
2020008609,Universitas Islam Indonesia,Sastra Arab,2020,,,S1,L,3.7769869380877066
2020008724,Universitas Islam Indonesia,Sastra Arab,2020,AKTIF,Mandiri,S1,P,2.919965392881916
2020008918,Universitas Islam Indonesia,Sastra Arab,2020,AKTIF,Mandiri,S1,P,3.335859848404224
2020009087,Universitas Islam Indonesia,Sastra Arab,2020,LULUS,Beasiswa,S1,L,2.8315774717732047
2020009350,,Sastra Arab,2020,AKTIF,Mandiri,S1,P,3.2660431502384824
2020009447,Universitas Islam Indonesia,Sastra Arab,2020,AKTIF,Alih Jenjang,S1,L,2.878711491668499
2020010024,,Sastra Arab,2020,DO,Mandiri,S1,L,2.5657724294277173
2020010229,Universitas Islam Indonesia, Sastra Arab ,2020,AKTIF,Transfer,S1,L,3.5825942949313387
2020010292,Universitas Islam Indonesia,Sastra Arab,2020,CUTI,Alih Jenjang,S1,L,2.838741973385432
2020010571,Universitas Islam Indonesia,Sastra Arab,2020,AKTIF,Transfer,Profesi,L,3.166994289749764
2020011800,Universitas Islam Indonesia,Sastra Arab,2020,AKTIF,Transfer,D4,P,3.6709744473099843
2020011824,,Sastra Arab,2020,LULUS,Beasiswa,S1,L,3.0620128906797865
2020011983,Universitas Islam Indonesia,Sastra Arab,2020,AKTIF,,S1,,3.2588353298107466
